Tick,Human,Social,Manufactured,Financial,Arable.suit,Igrass.suit,SNGrass.suit,Bioenergy.suit,AgroForestry.suit,NNConifer.suit,NConifer.suit,NNBroadleaf.suit,NBroadleaf.suit,Tree.suit
2020,0.87863577348331,0.91002276532047,0.343243728311944,0.787438788389593,0.320823680363884,0.269400007056627,0.210403164861781,0.552436432652464,0.438384089598076,0.681744227728532,0.58281534688138,0.341562667651365,0.439534230547536,0.551078773404772
2021,0.881073261456742,0.899863184973485,0.375187800017823,0.787288466210504,0.324031917167523,0.272094007127193,0.210403164861781,0.552436432652464,0.438384089598076,0.681744227728532,0.58281534688138,0.341562667651365,0.439534230547536,0.551078773404772
2022,0.883510749430174,0.8897036046265,0.407131871723702,0.787138144031415,0.327240153971162,0.274788007197759,0.210403164861781,0.552436432652464,0.438384089598076,0.681744227728532,0.58281534688138,0.341562667651365,0.439534230547536,0.551078773404772
2023,0.885948237403606,0.879544024279515,0.439075943429581,0.786987821852326,0.330448390774801,0.277482007268326,0.210403164861781,0.552436432652464,0.438384089598076,0.681744227728532,0.58281534688138,0.341562667651365,0.439534230547536,0.551078773404772
2024,0.888385725377038,0.86938444393253,0.47102001513546,0.786837499673236,0.33365662757844,0.280176007338892,0.210403164861781,0.552436432652464,0.438384089598076,0.681744227728532,0.58281534688138,0.341562667651365,0.439534230547536,0.551078773404772
2025,0.89082321335047,0.859224863585545,0.502964086841339,0.786687177494147,0.336864864382078,0.282870007409458,0.210403164861781,0.552436432652464,0.438384089598076,0.681744227728532,0.58281534688138,0.341562667651365,0.439534230547536,0.551078773404772
2026,0.893260701323902,0.84906528323856,0.534908158547217,0.786536855315057,0.340073101185717,0.285564007480024,0.210403164861781,0.552436432652464,0.438384089598076,0.681744227728532,0.58281534688138,0.341562667651365,0.439534230547536,0.551078773404772
2027,0.895698189297334,0.838905702891575,0.566852230253096,0.786386533135968,0.343281337989356,0.288258007550591,0.210403164861781,0.552436432652464,0.438384089598076,0.681744227728532,0.58281534688138,0.341562667651365,0.439534230547536,0.551078773404772
2028,0.898135677270766,0.82874612254459,0.598796301958975,0.786236210956879,0.346489574792995,0.290952007621157,0.210403164861781,0.552436432652464,0.438384089598076,0.681744227728532,0.58281534688138,0.341562667651365,0.439534230547536,0.551078773404772
2029,0.900573165244198,0.818586542197605,0.630740373664854,0.786085888777789,0.349697811596634,0.293646007691723,0.210403164861781,0.552436432652464,0.438384089598076,0.681744227728532,0.58281534688138,0.341562667651365,0.439534230547536,0.551078773404772
